label_verbose,label,verb,verbmorph,verbmorph2,matrix_subject_type_2,matrix_subject_type_3,emb_cl_length,interv_material_macl_embcl,horror_aequi,ehms_etc_narrow,ehms_etc_broad,alpha_persistence_50,alpha_persistence_100,alpha_persistence,alpha_pers_distance,beta_pers_distance,ln_beta_pers_distance,beta_persistence_2,ttrpassage,adv_beginning,adv_afterend,matrix_negation,matrix_auxiliary,complement_subject,I_THINK_alert,verbid,morphid,text,speaker,speaker_age2,speaker_age,speaker_sex,area,area2,county,latitude,corpus
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,427,15,2.708,3,6.2,no,no,no,no,no,yes,yes,yes,KEN_003,HM,85,old     ,male,SE,b_England,KEN     ,51.25,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,43,14,2.639,2,7.6,no,no,no,no,no,yes,yes,yes,LAN_022,WigGRB,NA,        ,NA,N,b_England,LAN     ,53.65,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,454,57,4.043,4,6.8,no,yes,no,no,no,yes,no,yes,CON_011,CorJLN,69,young   ,male,SW,b_England,CON     ,50.18,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,46,45,3.807,2,7.3,no,no,no,no,no,yes,no,no,KCD_001,KcdRS,71,young   ,male,SCL,d_Scotland,KCD     ,56.97,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,468,14,2.639,5,6.9,no,no,no,no,no,yes,yes,yes,SAL_033,IBTJ,82,old     ,male,Mid,b_England,SAL     ,52.65,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,47,28,3.332,3,7.8,no,no,no,no,yes,yes,yes,no,CON_010,ICS_RM,70,young   ,male,SW,b_England,CON     ,50.18,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,47,77,4.344,1,7,no,yes,no,no,yes,yes,yes,yes,ELN_009,ElnLS,18,young   ,female,SCL,d_Scotland,ELN     ,55.94,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,48,55,4.007,3,6.6,no,no,no,no,yes,yes,yes,yes,YKS_001,YksWF,NA,        ,male,N,b_England,YKS     ,54.42,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,497,43,3.761,1,7.8,no,no,no,no,yes,yes,yes,yes,KEN_002,FK,88,old     ,male,SE,b_England,KEN     ,51.25,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,5,78,4.357,2,5.8,no,no,no,no,yes,yes,yes,yes,LAN_018,WigPS,NA,        ,NA,N,b_England,LAN     ,53.65,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,516,28,3.332,7,6.2,no,no,no,no,no,yes,yes,yes,WLN_004,WlnMD,83,old     ,female,SCL,d_Scotland,WLN     ,56,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,54,161,5.081,0,7.8,no,no,no,no,yes,yes,yes,yes,WES_012,WesCU,90,old     ,female,N,b_England,WES     ,54.43,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,54,7,1.946,1,6.1,no,no,no,no,yes,yes,yes,yes,NTT_016,NotA48,NA,        ,male,Mid,b_England,NTT     ,53.01,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,54,8,2.079,8,7.7,no,no,yes,no,yes,no,yes,yes,SFK_029,SufHJT2,73,young   ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,543,303,5.714,0,7.5,no,no,yes,no,yes,no,no,no,SFK_021,SufHED2,78,old     ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,55,38,3.638,2,7.3,no,no,no,no,yes,yes,no,yes,CON_011,CorJLN,69,young   ,male,SW,b_England,CON     ,50.18,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,56,14,2.639,2,7,no,no,no,no,yes,yes,yes,yes,CON_007,ICS_JE,59,young   ,male,SW,b_England,CON     ,50.18,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,569,102,4.625,0,6.8,no,no,no,no,yes,yes,yes,yes,SAL_035,IBRH,79,old     ,male,Mid,b_England,SAL     ,52.65,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,571,39,3.664,2,7.1,no,no,yes,no,yes,no,yes,no,DEV_005,TCA_FP,82,old     ,male,SW,b_England,DEV     ,50.38,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,59,25,3.219,2,6.2,no,no,no,yes,yes,no,yes,yes,KEN_003,HM,85,old     ,male,SE,b_England,KEN     ,51.25,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,6,171,5.142,0,6.5,no,no,no,no,yes,yes,yes,yes,YKS_010,Yks_10,NA,        ,NA,N,b_England,YKS     ,54.42,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,6,46,3.829,3,7.8,no,no,no,no,yes,yes,yes,yes,SFK_029,SufHJT2,73,young   ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,63,121,4.796,0,7.4,no,no,no,no,no,yes,yes,yes,WES_019,WesZb,70,young   ,male,N,b_England,WES     ,54.43,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,634,23,3.135,2,6.7,no,no,no,no,yes,yes,yes,yes,WIL_009,WflsFP,NA,        ,male,SW,b_England,WIL     ,51.26,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,639,47,3.85,4,7.3,no,no,no,no,yes,yes,no,no,SAL_032,IBGJ,83,old     ,male,Mid,b_England,SAL     ,52.65,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,64,18,2.89,2,7.5,no,no,yes,no,yes,no,no,yes,SAL_029,IBSH,79,old     ,male,Mid,b_England,SAL     ,52.65,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,64,239,5.476,0,7.1,no,no,no,no,yes,yes,yes,yes,WES_009,WesBX,79,old     ,male,N,b_England,WES     ,54.43,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,65,19,2.944,1,7.4,no,no,no,no,yes,yes,yes,yes,WES_016,WesDT,80,old     ,female,N,b_England,WES     ,54.43,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,65,90,4.5,1,7.2,no,no,no,no,yes,yes,no,yes,SFK_024,SufWEJ1,73,young   ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,663,61,4.111,1,5.9,no,no,yes,no,yes,no,no,yes,LAN_009,LanH1P,67,young   ,female,N,b_England,LAN     ,53.65,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,671,75,4.317,1,6.3,no,no,no,no,yes,yes,yes,yes,ELN_009,ElnAB,NA,        ,female,SCL,d_Scotland,ELN     ,55.94,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,69,11,2.398,9,7.4,no,no,no,no,yes,yes,yes,yes,HEB_034,Heb67,19,young   ,female,Heb,d_Scotland,HEB     ,57.5,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,691,270,5.598,0,6.7,no,yes,yes,no,yes,no,yes,yes,WES_019,WesZb,70,young   ,male,N,b_England,WES     ,54.43,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,698,42,3.738,1,7.7,no,no,no,no,yes,yes,no,no,SOM_011,SRLM_WB,76,old     ,male,SW,b_England,SOM     ,51.11,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,7,85,4.443,2,6,no,no,no,no,yes,yes,yes,yes,LAN_018,WigPS,NA,        ,NA,N,b_England,LAN     ,53.65,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,72,45,3.807,4,7,no,no,no,no,yes,yes,yes,yes,ELN_014,ElnAC,NA,        ,male,SCL,d_Scotland,ELN     ,55.94,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,73,32,3.466,2,6.5,no,no,no,no,yes,yes,yes,yes,WES_014,WesDA,NA,        ,male,N,b_England,WES     ,54.43,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,74,24,3.178,3,7.8,no,no,yes,no,no,no,no,yes,SOM_003,SRLM_B,86,old     ,male,SW,b_England,SOM     ,51.11,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,76,38,3.638,2,7.4,no,no,yes,no,yes,no,no,yes,CON_011,CorJLN,69,young   ,male,SW,b_England,CON     ,50.18,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,766,31,3.434,1,5.6,no,no,yes,no,no,no,yes,no,WIL_008,TrbrRCC,71,young   ,male,SW,b_England,WIL     ,51.26,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,786,20,2.996,1,6.7,no,no,no,no,yes,yes,yes,no,SAL_026,IBCE,78,old     ,male,Mid,b_England,SAL     ,52.65,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,8,47,3.85,3,6.4,no,no,no,no,yes,yes,yes,yes,SOM_034,SRLM_EW,83,old     ,female,SW,b_England,SOM     ,51.11,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,83,95,4.554,0,6.9,no,no,no,no,yes,yes,yes,no,WES_005,WesBE,74,young   ,male,N,b_England,WES     ,54.43,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,840,69,4.234,1,7,no,no,no,no,yes,yes,no,yes,YKS_010,Yks_10,NA,        ,NA,N,b_England,YKS     ,54.42,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,853,43,3.761,2,7.6,no,no,no,no,yes,yes,no,no,SAL_031,IBGL,85,old     ,female,Mid,b_England,SAL     ,52.65,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,857,66,4.19,1,7.3,no,no,yes,no,yes,no,yes,yes,SAL_023,IBME,76,old     ,male,Mid,b_England,SAL     ,52.65,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,899,151,5.017,0,7,no,no,no,no,yes,no,yes,yes,SAL_013,IBFB,74,young   ,male,Mid,b_England,SAL     ,52.65,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,9,12,2.485,5,7.5,no,no,yes,no,no,no,yes,yes,DEV_005,TCA_FP,82,old     ,male,SW,b_England,DEV     ,50.38,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,903,35,3.555,4,7.4,no,no,no,no,yes,yes,no,yes,SFK_010,GCS,73,young   ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,92,121,4.796,0,6.7,no,no,no,yes,no,no,yes,yes,DUR_002,DurNB,77,old     ,male,N,b_England,DUR     ,54.89,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,938,23,3.135,6,8.1,no,no,no,no,yes,yes,yes,yes,SFK_025,SufWEJ1,73,young   ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,94,19,2.944,3,7.1,no,no,no,no,yes,yes,yes,yes,ELN_009,ElnLS,18,young   ,female,SCL,d_Scotland,ELN     ,55.94,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,948,8,2.079,1,7.7,no,no,yes,no,no,no,no,yes,SFK_010,GCS,73,young   ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,967,110,4.7,0,6.7,no,no,no,no,yes,yes,no,no,SOM_019,SRLM_W,NA,        ,male,SW,b_England,SOM     ,51.11,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,97,183,5.209,0,7.2,no,yes,no,no,yes,yes,yes,yes,SAL_029,IBAnBa,76,old     ,female,Mid,b_England,SAL     ,52.65,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,97,69,4.234,1,7.4,no,no,yes,no,yes,no,yes,yes,WES_016,WesDT,80,old     ,female,N,b_England,WES     ,54.43,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,no,zero,99,11,2.398,2,6.9,no,no,no,no,yes,yes,yes,yes,SFK_024,SufWEJ1,73,young   ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,yes,explicit,100,99,4.595,0,7.3,no,no,yes,no,yes,no,no,yes,LAN_011,LanMJ,47,young   ,female,N,b_England,LAN     ,53.65,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,yes,explicit,55,22,3.091,3,7.2,no,no,no,no,no,yes,no,yes,FIF_001,FifPS,69,young   ,male,SCL,d_Scotland,FIF     ,56.22,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,yes,explicit,55,29,3.367,3,6.8,no,no,yes,no,yes,no,no,yes,SFK_010,GCS,73,young   ,male,SE,b_England,SFK     ,52.55,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,yes,explicit,58,33,3.497,3,6.2,no,no,no,no,yes,yes,yes,yes,ELN_003,ElnGB,15,young   ,male,SCL,d_Scotland,ELN     ,55.94,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,no,yes,explicit,94,38,3.638,5,7.6,no,no,no,no,no,yes,no,yes,CON_010,ICS_RM,70,young   ,male,SW,b_England,CON     ,50.18,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,yes,yes,explicit,20,7,1.946,3,6.9,no,no,yes,no,yes,no,no,yes,CON_011,CorJLN,69,young   ,male,SW,b_England,CON     ,50.18,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,yes,yes,explicit,25,24,3.178,1,8,no,no,no,no,no,yes,yes,yes,WES_019,WesZb,70,young   ,male,N,b_England,WES     ,54.43,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,yes,yes,explicit,35,13,2.565,5,7.3,no,no,no,no,yes,yes,yes,yes,SOM_024,SRLM_HM,81,old     ,male,SW,b_England,SOM     ,51.11,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,0,yes,yes,explicit,38,20,2.996,6,6.9,no,no,no,no,no,yes,yes,yes,CON_011,CorJLN,69,young   ,male,SW,b_England,CON     ,50.18,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,1,no,no,explicit,144,34,3.526,1,7.1,no,no,no,no,yes,yes,yes,yes,KEN_003,HM,85,old     ,male,SE,b_England,KEN     ,51.25,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,1,no,no,explicit,388,8,2.079,2,8.6,no,yes,no,no,yes,yes,yes,yes,DEV_009,TCA_WH,79,old     ,male,SW,b_England,DEV     ,50.38,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,1,no,no,explicit,425,44,3.784,1,7,no,no,no,no,yes,yes,no,no,PEE_002,PeeMT,79,old     ,female,SCL,d_Scotland,PEE     ,55.72,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,1,no,no,explicit,584,95,4.554,0,6,no,no,yes,no,yes,no,no,yes,LND_004,JG,66,young   ,male,SE,b_England,LND     ,51.5,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,1,no,no,explicit,586,28,3.332,3,6.8,no,no,no,no,yes,yes,no,yes,LND_006,GA,61,young   ,male,SE,b_England,LND     ,51.5,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,1,no,no,zero,1068,91,4.511,1,5.9,no,no,no,no,yes,yes,no,no,NTT_001,NotA103,85,old     ,male,Mid,b_England,NTT     ,53.01,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,1,no,no,zero,1286,31,3.434,1,6.7,no,no,yes,no,yes,no,yes,yes,DEV_010,TCA_WC,NA,        ,female,SW,b_England,DEV     ,50.38,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,1,no,no,zero,13,10,2.303,7,6.3,no,no,no,no,yes,yes,yes,yes,WLN_002,WlnMO,NA,        ,female,SCL,d_Scotland,WLN     ,56,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,1,no,no,zero,173,43,3.761,2,6.7,no,no,no,no,yes,yes,yes,yes,NBL_007,NblAR,83,old     ,male,N,b_England,NBL     ,55.3,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,1,no,no,zero,179,67,4.205,1,6.5,no,no,yes,no,yes,no,yes,no,LAN_012,LanEG,71,young   ,male,N,b_England,LAN     ,53.65,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,1,no,no,zero,201,6,1.792,6,7,no,no,no,no,yes,yes,yes,yes,NBL_003,NblMN,83,old     ,female,N,b_England,NBL     ,55.3,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,1,no,no,zero,203,39,3.664,1,6.7,no,no,no,yes,yes,yes,yes,yes,NTT_004,NotA40,66,young   ,male,Mid,b_England,NTT     ,53.01,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,1,no,no,zero,223,55,4.007,2,8.3,no,yes,no,no,yes,yes,yes,yes,FIF_001,FifPS,69,young   ,male,SCL,d_Scotland,FIF     ,56.22,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,1,no,no,zero,243,81,4.394,2,7.3,no,no,yes,no,yes,no,yes,yes,NTT_005,NotA52,85,old     ,male,Mid,b_England,NTT     ,53.01,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,1,no,no,zero,30,18,2.89,5,7.4,no,no,no,no,no,yes,yes,yes,ELN_007,ElnLS,18,young   ,female,SCL,d_Scotland,ELN     ,55.94,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,1,no,no,zero,35,76,4.331,2,6.9,no,no,no,yes,no,no,yes,yes,SOM_003,SRLM_B,86,old     ,male,SW,b_England,SOM     ,51.11,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,1,no,no,zero,35,94,4.543,1,5.5,no,no,yes,no,yes,no,yes,yes,PEE_002,PeeMT,79,old     ,female,SCL,d_Scotland,PEE     ,55.72,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,1,no,no,zero,396,7,1.946,2,7.5,no,no,no,no,yes,yes,yes,yes,WIL_007,TrbrKJ,52,young   ,female,SW,b_England,WIL     ,51.26,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,1,no,no,zero,4,203,5.313,0,6.7,no,no,no,no,yes,yes,yes,yes,LAN_012,LanEG,71,young   ,male,N,b_England,LAN     ,53.65,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,1,no,no,zero,412,56,4.025,2,6.9,no,no,yes,no,yes,no,yes,yes,DEV_001,TCA_RA,76,old     ,male,SW,b_England,DEV     ,50.38,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,1,no,no,zero,50,64,4.159,2,6.8,no,no,no,no,yes,yes,yes,yes,DEV_001,TCA_RA,76,old     ,male,SW,b_England,DEV     ,50.38,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,1,no,no,zero,555,96,4.564,1,7.5,no,no,yes,no,yes,no,yes,yes,SOM_033,SRLM_EC,72,young   ,male,SW,b_England,SOM     ,51.11,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,1,no,no,zero,58,21,3.045,3,7.5,no,no,no,no,yes,yes,yes,yes,DUR_002,DurNB,77,old     ,male,N,b_England,DUR     ,54.89,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,1,no,no,zero,673,47,3.85,2,6.9,no,no,yes,no,yes,no,no,no,PEE_002,PeeMT,79,old     ,female,SCL,d_Scotland,PEE     ,55.72,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,1,no,no,zero,69,39,3.664,2,6.5,no,no,no,no,yes,yes,no,yes,LAN_012,LanEG,71,young   ,male,N,b_England,LAN     ,53.65,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,1,no,no,zero,704,22,3.091,2,6.8,no,no,no,no,yes,yes,yes,yes,DEV_010,TCA_WC,NA,        ,female,SW,b_England,DEV     ,50.38,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,1,no,no,zero,79,123,4.812,0,7.7,no,no,no,no,no,yes,yes,yes,LAN_006,LanD1P,71,young   ,female,N,b_England,LAN     ,53.65,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,1,no,no,zero,83,48,3.871,1,7.6,no,no,no,no,yes,yes,no,yes,LAN_011,LanMJ,47,young   ,female,N,b_England,LAN     ,53.65,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,1,no,no,zero,85,121,4.796,0,7.7,no,no,no,no,yes,yes,yes,yes,DEV_001,TCA_RA,76,old     ,male,SW,b_England,DEV     ,50.38,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,1,no,no,zero,995,156,5.05,0,7,no,no,no,yes,no,no,yes,yes,SOM_033,SRLM_EC,72,young   ,male,SW,b_England,SOM     ,51.11,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,1,yes,yes,explicit,18,17,2.833,3,6.9,no,no,no,no,yes,no,yes,yes,ELN_002,ElnAC,NA,        ,male,SCL,d_Scotland,ELN     ,55.94,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,10,no,no,zero,333,45,3.807,1,7.3,no,no,no,no,yes,no,yes,yes,NTT_006,NotA58,81,old     ,female,Mid,b_England,NTT     ,53.01,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,2,no,no,explicit,1196,25,3.219,3,7.4,no,yes,no,no,yes,yes,yes,yes,ANS_004,AnsLC,65,young   ,male,SCL,d_Scotland,ANS     ,56.66,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,2,no,no,explicit,126,58,4.06,3,6.8,no,yes,no,no,no,yes,yes,no,MLN_001,MlnRS,NA,        ,male,SCL,d_Scotland,MLN     ,55.92,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,2,no,no,explicit,178,164,5.1,0,6.9,no,no,no,no,yes,yes,no,yes,NTT_016,NotA48,NA,        ,male,Mid,b_England,NTT     ,53.01,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,2,no,no,explicit,182,24,3.178,2,6.9,no,no,yes,no,yes,no,no,no,LAN_001,LanD1B,76,old     ,female,N,b_England,LAN     ,53.65,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,2,no,no,explicit,230,16,2.773,1,7.1,no,no,no,yes,no,no,no,yes,KEN_003,HM,85,old     ,male,SE,b_England,KEN     ,51.25,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,2,no,no,explicit,996,95,4.554,0,6.8,no,no,no,no,yes,yes,no,no,CON_002,CAVA_HJ,NA,        ,female,SW,b_England,CON     ,50.18,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,2,no,no,zero,1060,52,3.951,1,6.2,no,no,no,no,yes,yes,yes,yes,LND_004,JG,66,young   ,male,SE,b_England,LND     ,51.5,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,2,no,no,zero,1069,6,1.792,1,7.6,no,no,no,no,yes,yes,no,yes,DUR_002,DurNB,77,old     ,male,N,b_England,DUR     ,54.89,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,2,no,no,zero,15,23,3.135,2,6.2,no,no,no,no,yes,yes,yes,yes,LAN_005,LanC5P,61,young   ,female,N,b_England,LAN     ,53.65,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,2,no,no,zero,150,87,4.466,0,6.5,no,no,no,no,yes,yes,yes,yes,SOM_012,SRLM_SH,68,young   ,male,SW,b_England,SOM     ,51.11,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,2,no,no,zero,1923,21,3.045,2,7.4,no,no,yes,no,yes,no,no,no,NTT_011,NotA99,91,old     ,male,Mid,b_England,NTT     ,53.01,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,2,no,no,zero,212,32,3.466,1,6.4,no,no,no,no,yes,yes,no,yes,YKS_011,YksMR,NA,        ,female,N,b_England,YKS     ,54.42,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,2,no,no,zero,22,191,5.252,0,7.7,no,no,no,no,yes,yes,yes,yes,LAN_011,LanMJ,47,young   ,female,N,b_England,LAN     ,53.65,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,2,no,no,zero,232,297,5.694,0,7.5,no,no,no,no,yes,yes,yes,yes,LAN_012,LanEG,71,young   ,male,N,b_England,LAN     ,53.65,b_FRED
zeroTHAT,1,think,a_base,a_base_3sg,I,I,5,0,no,0,2,no,no,zero,26,66,4.19,1,6.9,no,no,no,no,yes,yes,yes,no,WIL_001,TrbrGR,85,old     ,male,SW,b_England,WIL     ,51.26,b_FRED
